https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-limits-intro/v/introduction-to-limits-hd	khanacademy	video	let me define f of x, let's say it will be equal to 1 minus 1 in the numerator and denominator. if you have a limit, we get 1 + 1, which is, for example, the difference between 1 and 1 can neverequal-- this thing is undefined when 1 equals 1.it is really the idea that all of calculus is based upon.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-graphs/v/limits-from-graphs	khanacademy	video	x approaches six from the left hand side,from values less than six,it looks like our f of X is approaching oneand in order for this limit to exist,we need to be approaching the same valuefrom both sidesand.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-graphs/v/unbounded-limits	khanacademy	video	the graph of y is equal to one over x squared. the closer we get to zero from the left,you take a value,it just gets bigger and larger and bigger.it doesn't approach some finite value.It's unbounded, has no bound.And the same thing is happeningas we approach from right.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-graphs/v/one-sided-limits-from-graphs	khanacademy	video	as we approach x equals 2, what is the value of our function approaching?it seems to be approaching 5.But what if we were asked the natural other question-- whatis the limit of f.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-graphs/v/one-sided-limits-from-graphs-asymptote	khanacademy	video	g of x approaches positive sixfrom values that are less than negative sixor you could say from the left. pause the video and give a go at it.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-graphs/v/connecting-limits-and-graphical-behavior	khanacademy	video	the graphof y is equal to g of x right over here. we've done this multiple times, and it's a reasonable estimate based on looking at this graphis that X approaches five from the right,g is approaching negative six.and it doesn't tell us much about the rest of the function,and they would be the other function.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-graphs/v/determining-which-limit-statements-are-true	khanacademy	video	we have a function, f of x, graphed right over here. let's look at this first statement.Limit is equal to 0.So what is this true or false?
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-tables/v/approximating-limit-from-table	khanacademy	video	this video we're going to try to get a sense of what the limit might be. let's see if the function, or even though the expression is not defined, can be used to set up two tables.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-tables/v/estimating-limit-from-table	khanacademy	video	the function g is defined over the real numbers. it gives us the x values as we approach five from values less than five - and even tells us what the value is at five equals five.it's a little higher.I'm making an inference here.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-estimating-limits-from-tables/v/one-sided-limits-from-tables	khanacademy	video	the function F is definedover the real numbers. this table gives select values of F.We have our table here.For these X values, it gives the corresponding F of x - a reasonable estimate for the limit of the F approaches one from the left? pause this video and see if you can figure it out on your own.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-formal-definition-of-limits-epsilon-delta/v/limit-intuition-review	khanacademy	video	let's say this is my y-axis, so try to draw a vertical line. so lets say my function looks something like that,could look like anything, but that seems suitable.and just for the sake of conceptual understanding,I'm going to say it'll not be defined at any point.I didn't have to do this.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-formal-definition-of-limits-epsilon-delta/v/building-the-idea-of-epsilon-delta-definition	khanacademy	video	the limit of fof x is equal to L. let's say that this means that you can get f to be within 0.5 of this limit - but as close as you want, you should be able to hand me a value around c.the range is my y-axis.And I'm going to zoom in.
https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity/cs1-formal-definition-of-limits-epsilon-delta/v/epsilon-delta-definition-of-limits	khanacademy	video	epsilon is really how close you want f of x to be to L. you give me a positive number, which is 0.01, which says that you are aiming to reach 0.01 of the limit.So what I then do is I say well, OK.I'm going to use the Greek letter right overthere.
